segment,exposure_at_risk,rm_note,default,loan_vintage_month,borrower_id,pd_score,split,band
Consumer Durable,77630.33,Standard KYC refresh completed this month.,0,7,16039,32.454923717059636,train,Elevated
Consumer Durable,48279.17,"Routine review call completed, no material change flagged.",0,2,16040,2.6530612244897958,train,Watch
Retail Personal,61503.17,Borrower confirmed employment status unchanged.,0,8,16041,2.922374429223744,train,Watch
Agri,69831.83,Borrower confirmed employment status unchanged.,0,9,16042,8.99581589958159,train,Watch
Credit Card,66997.0,"RM notes new stable income source, salary credit regularized.",0,2,16043,2.922374429223744,train,Watch
SME,238936.5,"Routine review call completed, no material change flagged.",0,3,16044,0.0,train,Watch
Agri,49740.33,Standard KYC refresh completed this month.,0,1,16045,31.38093202223172,train,Elevated
Agri,99888.0,"Business expansion noted, turnover trending up.",1,3,16046,5.128205128205128,train,Watch
Credit Card,55841.83,Client cleared prior dues ahead of schedule.,0,2,16047,19.600499375780274,train,Watch
SME,219894.0,Standard KYC refresh completed this month.,0,3,16048,0.0,train,Watch
Retail Personal,58955.67,RM notes irregular business income and rising informal borrowing.,0,2,16049,41.544117647058826,train,Elevated
SME,152759.5,"Routine review call completed, no material change flagged.",0,7,16050,0.0,train,Watch
Credit Card,88105.0,Borrower reports 3 consecutive late payments this quarter.,1,1,16051,43.34975369458128,train,Elevated
Retail Personal,15071.5,RM notes irregular business income and rising informal borrowing.,0,3,16052,38.450704225352105,train,Elevated
SME,120408.67,"Routine review call completed, no material change flagged.",0,9,16053,2.6530612244897958,train,Watch
Credit Card,48279.83,"Routine review call completed, no material change flagged.",0,8,16054,24.342105263157894,train,Watch
Credit Card,84691.33,Standard KYC refresh completed this month.,0,7,16055,0.0,train,Watch
SME,99308.67,RM notes irregular business income and rising informal borrowing.,0,6,16056,0.9485094850948509,train,Watch
Credit Card,35726.67,Client mentioned cash flow stress and requested a payment holiday.,1,5,16057,68.66666666666667,train,High
SME,113224.67,"RM notes new stable income source, salary credit regularized.",0,9,16058,2.6530612244897958,train,Watch
Retail Personal,32453.33,Borrower reports 2 consecutive late payments this quarter.,0,5,16059,68.6046511627907,train,High
SME,268226.5,Standard KYC refresh completed this month.,0,8,16060,4.29769392033543,train,Watch
Credit Card,6647.67,Client mentioned cash flow stress and requested a payment holiday.,0,6,16061,31.38093202223172,train,Elevated
Retail Personal,124864.67,Borrower confirmed employment status unchanged.,0,1,16062,19.600499375780274,train,Watch
Agri,89196.33,"Routine review call completed, no material change flagged.",0,9,16063,0.1779359430604982,train,Watch
Consumer Durable,52658.33,Borrower confirmed employment status unchanged.,0,8,16064,17.177914110429448,train,Watch
Agri,24000.83,"RM flags declining GST turnover, down 30% over two quarters.",1,1,16065,68.6046511627907,train,High
SME,108000.0,Repeated bounced auto-debit on the linked account this cycle.,0,1,16066,40.9967845659164,train,Elevated
SME,203327.67,Borrower confirmed employment status unchanged.,0,3,16067,1.1142061281337048,train,Watch
SME,77765.5,Borrower confirmed employment status unchanged.,0,8,16068,2.6530612244897958,train,Watch
Agri,64957.0,Repeated bounced auto-debit on the linked account this cycle.,1,1,16069,91.30434782608695,train,High
Credit Card,10465.0,"RM flags declining GST turnover, down 22% over two quarters.",1,9,16070,86.51162790697674,train,High
Retail Personal,37830.5,Client mentioned cash flow stress and requested a payment holiday.,1,5,16071,77.57575757575758,train,High
Credit Card,28499.33,RM notes irregular business income and rising informal borrowing.,0,8,16072,38.450704225352105,train,Elevated
Retail Personal,15756.0,Borrower reports 2 consecutive late payments this quarter.,1,5,16073,86.51162790697674,train,High
Retail Personal,21578.67,Client mentioned cash flow stress and requested a payment holiday.,1,6,16074,68.6046511627907,train,High
Retail Personal,28938.17,"Routine review call completed, no material change flagged.",0,3,16075,26.755852842809364,train,Watch
Retail Personal,76273.0,"Routine review call completed, no material change flagged.",0,5,16076,7.322654462242566,train,Watch
Retail Personal,20126.17,Client mentioned cash flow stress and requested a payment holiday.,1,8,16077,58.06451612903227,train,Elevated
Credit Card,21972.33,"Routine review call completed, no material change flagged.",0,3,16078,2.922374429223744,train,Watch
Retail Personal,35577.83,Standard KYC refresh completed this month.,0,5,16079,0.9950248756218906,train,Watch
Retail Personal,9155.67,"Business expansion noted, turnover trending up.",0,2,16080,2.6530612244897958,train,Watch
Retail Personal,46051.0,"Routine review call completed, no material change flagged.",0,5,16081,0.9950248756218906,train,Watch
Consumer Durable,25203.17,"Routine review call completed, no material change flagged.",0,4,16082,13.0859375,train,Watch
Credit Card,8100.67,RM notes irregular business income and rising informal borrowing.,0,7,16083,31.38093202223172,train,Elevated
Retail Personal,35940.33,"RM flags declining GST turnover, down 43% over two quarters.",0,7,16084,68.6046511627907,train,High
Credit Card,16532.17,"Routine review call completed, no material change flagged.",0,1,16085,4.29769392033543,train,Watch
Retail Personal,15040.5,Borrower confirmed employment status unchanged.,0,7,16086,31.38093202223172,train,Elevated
Consumer Durable,50114.83,RM notes irregular business income and rising informal borrowing.,1,7,16087,68.66666666666667,train,High
SME,16833.33,"Routine review call completed, no material change flagged.",0,7,16088,4.29769392033543,train,Watch
Retail Personal,20163.33,"Routine review call completed, no material change flagged.",0,7,16089,13.0859375,train,Watch
Retail Personal,32412.17,Borrower confirmed employment status unchanged.,0,9,16090,4.29769392033543,train,Watch
Credit Card,22748.5,"RM flags declining GST turnover, down 37% over two quarters.",1,9,16091,60.83333333333333,train,Elevated
Retail Personal,9771.67,Standard KYC refresh completed this month.,0,2,16092,40.9967845659164,train,Elevated
Retail Personal,55194.67,Borrower confirmed employment status unchanged.,0,8,16093,26.948051948051948,train,Watch
Credit Card,23457.0,"Routine review call completed, no material change flagged.",0,6,16094,8.99581589958159,train,Watch
Retail Personal,21436.67,Repeated bounced auto-debit on the linked account this cycle.,0,5,16095,5.764966740576496,train,Watch
Consumer Durable,36128.33,RM notes irregular business income and rising informal borrowing.,0,7,16096,43.34975369458128,train,Elevated
Retail Personal,57904.17,Standard KYC refresh completed this month.,0,3,16097,8.99581589958159,train,Watch
Retail Personal,38949.5,RM notes irregular business income and rising informal borrowing.,0,6,16098,43.34975369458128,train,Elevated
Consumer Durable,95341.0,Repeated bounced auto-debit on the linked account this cycle.,0,3,16099,40.9967845659164,train,Elevated
Credit Card,47077.67,Standard KYC refresh completed this month.,0,5,16100,2.6530612244897958,train,Watch
Credit Card,82912.5,Borrower reports 1 consecutive late payments this quarter.,1,6,16101,73.95833333333334,train,High
SME,116093.67,Borrower reports steady GST turnover growth of 21% this quarter.,0,4,16102,1.1142061281337048,train,Watch
SME,214796.5,Standard KYC refresh completed this month.,0,4,16103,2.6530612244897958,train,Watch
Retail Personal,26090.17,RM notes irregular business income and rising informal borrowing.,1,8,16104,96.7948717948718,train,High
SME,53994.83,"Routine review call completed, no material change flagged.",0,8,16105,1.1142061281337048,train,Watch
Retail Personal,50546.67,Standard KYC refresh completed this month.,0,5,16106,2.922374429223744,train,Watch
Credit Card,16886.33,"Routine review call completed, no material change flagged.",0,8,16107,3.5175879396984926,train,Watch
Credit Card,21688.17,"Routine review call completed, no material change flagged.",0,3,16108,8.99581589958159,train,Watch
Retail Personal,37026.0,Repeated bounced auto-debit on the linked account this cycle.,1,5,16109,43.34975369458128,train,Elevated
Agri,136328.83,Borrower confirmed employment status unchanged.,0,5,16110,0.5107252298263534,train,Watch
Agri,7650.0,Repeated bounced auto-debit on the linked account this cycle.,1,4,16111,100.0,train,High
Retail Personal,29315.67,"Routine review call completed, no material change flagged.",0,3,16112,32.454923717059636,train,Elevated
Credit Card,44120.83,"RM flags declining GST turnover, down 16% over two quarters.",0,6,16113,7.322654462242566,train,Watch
Retail Personal,37741.67,"Routine review call completed, no material change flagged.",0,6,16114,31.38093202223172,train,Elevated
Agri,151995.67,"Routine review call completed, no material change flagged.",0,2,16115,0.9485094850948509,train,Watch
Retail Personal,39825.5,"Routine review call completed, no material change flagged.",0,2,16116,0.9485094850948509,train,Watch
Retail Personal,39297.33,RM notes irregular business income and rising informal borrowing.,0,5,16117,40.9967845659164,train,Elevated
SME,203666.67,"Routine review call completed, no material change flagged.",0,8,16118,0.5107252298263534,train,Watch
Credit Card,36906.33,Borrower confirmed employment status unchanged.,0,8,16119,17.177914110429448,train,Watch
Retail Personal,77034.5,"Routine review call completed, no material change flagged.",0,4,16120,3.5175879396984926,train,Watch
Consumer Durable,25436.17,Borrower confirmed employment status unchanged.,0,4,16121,8.99581589958159,train,Watch
Credit Card,42290.67,Repeated bounced auto-debit on the linked account this cycle.,0,2,16122,31.38093202223172,train,Elevated
Credit Card,13726.0,Borrower confirmed employment status unchanged.,0,3,16123,7.322654462242566,train,Watch
Consumer Durable,47377.33,Borrower reports 4 consecutive late payments this quarter.,0,1,16124,40.9967845659164,train,Elevated
Retail Personal,22272.33,"RM flags declining GST turnover, down 18% over two quarters.",1,1,16125,31.38093202223172,train,Elevated
Retail Personal,23320.67,Repeated bounced auto-debit on the linked account this cycle.,1,5,16126,86.51162790697674,train,High
Credit Card,25588.17,Client cleared prior dues ahead of schedule.,0,5,16127,0.9485094850948509,train,Watch
Credit Card,89642.0,Borrower confirmed employment status unchanged.,0,9,16128,2.6530612244897958,train,Watch
Consumer Durable,105210.67,Standard KYC refresh completed this month.,0,4,16129,17.177914110429448,train,Watch
Credit Card,50091.67,Standard KYC refresh completed this month.,0,8,16130,8.99581589958159,train,Watch
Agri,47890.0,"Routine review call completed, no material change flagged.",0,7,16131,0.9485094850948509,train,Watch
Consumer Durable,40891.67,"Routine review call completed, no material change flagged.",0,9,16132,2.922374429223744,train,Watch
Credit Card,43418.0,Standard KYC refresh completed this month.,1,9,16133,5.128205128205128,train,Watch
Retail Personal,91826.33,Client mentioned cash flow stress and requested a payment holiday.,0,7,16134,38.450704225352105,train,Elevated
Credit Card,38593.67,Repeated bounced auto-debit on the linked account this cycle.,1,4,16135,41.544117647058826,train,Elevated
Retail Personal,15356.5,Standard KYC refresh completed this month.,0,2,16136,19.600499375780274,train,Watch
Retail Personal,42909.83,Standard KYC refresh completed this month.,0,3,16137,8.99581589958159,train,Watch
Retail Personal,34676.17,Client cleared prior dues ahead of schedule.,0,2,16138,2.6530612244897958,train,Watch
Consumer Durable,39408.0,"Routine review call completed, no material change flagged.",1,6,16139,24.342105263157894,train,Watch
Retail Personal,62666.33,Standard KYC refresh completed this month.,0,4,16140,2.922374429223744,train,Watch
Credit Card,35109.33,Client mentioned cash flow stress and requested a payment holiday.,0,7,16141,2.6530612244897958,train,Watch
Retail Personal,116787.0,Borrower confirmed employment status unchanged.,0,6,16142,1.1142061281337048,train,Watch
Consumer Durable,15018.33,Repeated bounced auto-debit on the linked account this cycle.,0,6,16143,40.44526901669759,train,Elevated
Credit Card,31311.33,Client mentioned cash flow stress and requested a payment holiday.,0,6,16144,3.5175879396984926,train,Watch
Retail Personal,48030.67,Standard KYC refresh completed this month.,0,5,16145,1.1142061281337048,train,Watch
SME,97549.0,Borrower confirmed employment status unchanged.,0,9,16146,2.922374429223744,train,Watch
Credit Card,39245.5,"Routine review call completed, no material change flagged.",0,9,16147,31.38093202223172,train,Elevated
Retail Personal,50533.67,Client cleared prior dues ahead of schedule.,0,4,16148,0.1779359430604982,train,Watch
Credit Card,86711.67,Repeated bounced auto-debit on the linked account this cycle.,0,4,16149,12.5,train,Watch
Credit Card,126425.17,Borrower reports steady GST turnover growth of 19% this quarter.,0,9,16150,0.5107252298263534,train,Watch
SME,119115.5,Borrower confirmed employment status unchanged.,0,8,16151,7.322654462242566,train,Watch
Credit Card,24448.0,"RM flags declining GST turnover, down 19% over two quarters.",1,9,16152,32.454923717059636,train,Elevated
Retail Personal,40586.0,Borrower reports 2 consecutive late payments this quarter.,1,1,16153,85.60606060606061,train,High
SME,106188.5,Borrower confirmed employment status unchanged.,0,3,16154,31.38093202223172,train,Elevated
Credit Card,25576.33,Client mentioned cash flow stress and requested a payment holiday.,1,7,16155,99.12280701754386,train,High
Consumer Durable,33271.67,Borrower confirmed employment status unchanged.,0,8,16156,0.9950248756218906,train,Watch
Retail Personal,108658.67,Repeated bounced auto-debit on the linked account this cycle.,1,4,16157,77.57575757575758,train,High
SME,93049.5,"Routine review call completed, no material change flagged.",0,1,16158,3.5175879396984926,train,Watch
Retail Personal,67698.0,Borrower reports 2 consecutive late payments this quarter.,0,9,16159,38.450704225352105,train,Elevated
SME,102389.5,Borrower confirmed employment status unchanged.,0,7,16160,2.6530612244897958,train,Watch
Consumer Durable,27914.33,Client mentioned cash flow stress and requested a payment holiday.,1,6,16161,68.66666666666667,train,High
SME,135000.0,Standard KYC refresh completed this month.,0,7,16162,14.814814814814813,train,Watch
SME,112772.0,Standard KYC refresh completed this month.,0,1,16163,4.29769392033543,train,Watch
Credit Card,13453.0,Borrower confirmed employment status unchanged.,0,6,16164,3.5175879396984926,train,Watch
Retail Personal,56188.0,Standard KYC refresh completed this month.,0,1,16165,4.25531914893617,train,Watch
SME,81523.33,Client cleared prior dues ahead of schedule.,0,1,16166,0.5107252298263534,train,Watch
Consumer Durable,78149.17,Standard KYC refresh completed this month.,0,2,16167,1.1142061281337048,train,Watch
Consumer Durable,149097.17,"Routine review call completed, no material change flagged.",0,7,16168,0.9485094850948509,train,Watch
Credit Card,21043.0,Borrower confirmed employment status unchanged.,0,9,16169,38.450704225352105,train,Elevated
SME,121861.67,Repeated bounced auto-debit on the linked account this cycle.,0,9,16170,43.34975369458128,train,Elevated
Credit Card,40485.17,"Routine review call completed, no material change flagged.",0,9,16171,2.6530612244897958,train,Watch
Retail Personal,59597.5,Borrower confirmed employment status unchanged.,0,5,16172,19.600499375780274,train,Watch
Retail Personal,32871.67,Standard KYC refresh completed this month.,0,4,16173,4.29769392033543,train,Watch
Credit Card,40658.5,Standard KYC refresh completed this month.,0,5,16174,7.322654462242566,train,Watch
Retail Personal,56248.17,"Routine review call completed, no material change flagged.",0,6,16175,0.9485094850948509,train,Watch
SME,202409.83,RM notes irregular business income and rising informal borrowing.,0,1,16176,1.1142061281337048,train,Watch
Credit Card,37215.67,"Routine review call completed, no material change flagged.",0,2,16177,2.6530612244897958,train,Watch
Credit Card,120674.83,Borrower confirmed employment status unchanged.,1,7,16178,38.450704225352105,train,Elevated
Retail Personal,68628.33,"RM flags declining GST turnover, down 28% over two quarters.",1,1,16179,68.6046511627907,train,High
Retail Personal,47995.0,Borrower confirmed employment status unchanged.,0,9,16180,2.922374429223744,train,Watch
Consumer Durable,71199.17,RM notes irregular business income and rising informal borrowing.,0,1,16181,2.6530612244897958,train,Watch
SME,86810.33,"Routine review call completed, no material change flagged.",0,9,16182,31.38093202223172,train,Elevated
Consumer Durable,63988.33,"Routine review call completed, no material change flagged.",0,7,16183,24.342105263157894,train,Watch
Retail Personal,77321.0,Borrower confirmed employment status unchanged.,0,9,16184,8.99581589958159,train,Watch
Retail Personal,44251.33,"Business expansion noted, turnover trending up.",0,7,16185,5.764966740576496,train,Watch
SME,73494.0,Standard KYC refresh completed this month.,0,5,16186,3.5175879396984926,train,Watch
Retail Personal,39515.33,"Routine review call completed, no material change flagged.",0,1,16187,1.1142061281337048,train,Watch
Consumer Durable,25412.5,Standard KYC refresh completed this month.,0,8,16188,19.600499375780274,train,Watch
Consumer Durable,53360.83,Borrower confirmed employment status unchanged.,0,3,16189,2.6530612244897958,train,Watch
Retail Personal,36694.17,Standard KYC refresh completed this month.,0,9,16190,0.9485094850948509,train,Watch
Credit Card,31392.17,Standard KYC refresh completed this month.,0,7,16191,8.99581589958159,train,Watch
Retail Personal,48526.5,"Routine review call completed, no material change flagged.",0,3,16192,31.38093202223172,train,Elevated
Consumer Durable,94482.83,"Routine review call completed, no material change flagged.",0,7,16193,0.5107252298263534,train,Watch
Consumer Durable,45620.83,Borrower confirmed employment status unchanged.,0,3,16194,2.6530612244897958,train,Watch
SME,105631.33,Standard KYC refresh completed this month.,0,4,16195,0.9950248756218906,train,Watch
Retail Personal,45053.83,Standard KYC refresh completed this month.,0,5,16196,4.29769392033543,train,Watch
Retail Personal,13110.17,"Routine review call completed, no material change flagged.",0,3,16197,15.178571428571427,train,Watch
Credit Card,173726.0,Client mentioned cash flow stress and requested a payment holiday.,0,4,16198,0.9485094850948509,train,Watch
Consumer Durable,42553.5,Client mentioned cash flow stress and requested a payment holiday.,1,5,16199,88.96103896103897,train,High
Credit Card,39016.33,RM notes irregular business income and rising informal borrowing.,0,2,16200,60.83333333333333,train,Elevated
Credit Card,55622.0,"Routine review call completed, no material change flagged.",0,6,16201,1.1142061281337048,train,Watch
Retail Personal,94948.33,"Business expansion noted, turnover trending up.",0,2,16202,0.0,train,Watch
Credit Card,124711.17,Client mentioned cash flow stress and requested a payment holiday.,0,2,16203,40.9967845659164,train,Elevated
Consumer Durable,109105.33,Standard KYC refresh completed this month.,0,3,16204,13.0859375,train,Watch
Consumer Durable,11330.17,Borrower reports 3 consecutive late payments this quarter.,1,5,16205,96.5909090909091,train,High
Credit Card,87908.83,RM notes irregular business income and rising informal borrowing.,0,8,16206,41.544117647058826,train,Elevated
SME,76716.83,"RM notes new stable income source, salary credit regularized.",0,5,16207,0.9485094850948509,train,Watch
Consumer Durable,43677.67,Client mentioned cash flow stress and requested a payment holiday.,0,3,16208,2.922374429223744,train,Watch
Consumer Durable,92978.17,Standard KYC refresh completed this month.,0,3,16209,0.1779359430604982,train,Watch
Credit Card,145315.67,Standard KYC refresh completed this month.,0,8,16210,0.0,train,Watch
Consumer Durable,28213.67,"Routine review call completed, no material change flagged.",0,5,16211,19.600499375780274,train,Watch
Credit Card,35812.67,Borrower reports 6 consecutive late payments this quarter.,1,1,16212,68.6046511627907,train,High
SME,59271.0,Borrower reports 1 consecutive late payments this quarter.,0,2,16213,31.38093202223172,train,Elevated
Consumer Durable,96712.67,"Routine review call completed, no material change flagged.",0,2,16214,29.166666666666668,train,Watch
Credit Card,35251.5,"Routine review call completed, no material change flagged.",0,1,16215,13.0859375,train,Watch
Consumer Durable,21535.33,Standard KYC refresh completed this month.,0,2,16216,19.600499375780274,train,Watch
Credit Card,65875.0,Borrower confirmed employment status unchanged.,0,4,16217,17.177914110429448,train,Watch
Retail Personal,23884.33,"Routine review call completed, no material change flagged.",0,1,16218,5.764966740576496,train,Watch
SME,61898.5,Standard KYC refresh completed this month.,1,3,16219,31.38093202223172,train,Elevated
Retail Personal,34922.17,Repeated bounced auto-debit on the linked account this cycle.,0,1,16220,68.6046511627907,train,High
Retail Personal,102037.83,Standard KYC refresh completed this month.,0,3,16221,0.0,train,Watch
Consumer Durable,55731.17,Borrower reports 2 consecutive late payments this quarter.,1,2,16222,68.66666666666667,train,High
Agri,224860.5,"Routine review call completed, no material change flagged.",0,4,16223,0.1779359430604982,train,Watch
Retail Personal,15000.0,"RM flags declining GST turnover, down 22% over two quarters.",0,2,16224,22.905027932960895,train,Watch
SME,63423.83,"Routine review call completed, no material change flagged.",0,7,16225,0.0,train,Watch
Agri,202643.67,"Routine review call completed, no material change flagged.",1,3,16226,2.6530612244897958,train,Watch
Retail Personal,176804.5,Borrower confirmed employment status unchanged.,0,2,16227,2.922374429223744,train,Watch
SME,48214.33,"RM notes new stable income source, salary credit regularized.",0,3,16228,0.5107252298263534,train,Watch
Retail Personal,31642.17,Standard KYC refresh completed this month.,0,2,16229,32.454923717059636,train,Elevated
Retail Personal,13152.0,Borrower reports steady GST turnover growth of 6% this quarter.,0,7,16230,4.29769392033543,train,Watch
Retail Personal,57563.17,"Routine review call completed, no material change flagged.",0,1,16231,0.9950248756218906,train,Watch
Consumer Durable,59983.67,"RM flags declining GST turnover, down 37% over two quarters.",1,6,16232,73.95833333333334,train,High
Retail Personal,24969.33,Borrower confirmed employment status unchanged.,1,7,16233,40.44526901669759,train,Elevated
Credit Card,11735.17,Repeated bounced auto-debit on the linked account this cycle.,0,4,16234,31.38093202223172,train,Elevated
Consumer Durable,45000.0,"Routine review call completed, no material change flagged.",0,4,16235,5.764966740576496,train,Watch
Consumer Durable,46183.0,Standard KYC refresh completed this month.,0,4,16236,2.6530612244897958,train,Watch
Credit Card,10606.0,Borrower confirmed employment status unchanged.,0,3,16237,32.454923717059636,train,Elevated
SME,83521.83,Repeated bounced auto-debit on the linked account this cycle.,0,8,16238,31.38093202223172,train,Elevated
Consumer Durable,39936.5,Borrower confirmed employment status unchanged.,0,3,16239,13.0859375,train,Watch
Agri,35357.67,Repeated bounced auto-debit on the linked account this cycle.,0,2,16240,7.322654462242566,train,Watch
Credit Card,26394.83,"RM flags declining GST turnover, down 27% over two quarters.",0,8,16241,41.544117647058826,train,Elevated
Consumer Durable,47470.17,Borrower confirmed employment status unchanged.,0,8,16242,7.322654462242566,train,Watch
Retail Personal,87938.33,Standard KYC refresh completed this month.,0,8,16243,2.922374429223744,train,Watch
SME,51014.33,"Routine review call completed, no material change flagged.",0,8,16244,0.1779359430604982,train,Watch
Consumer Durable,65903.67,Borrower reports 4 consecutive late payments this quarter.,0,6,16245,41.544117647058826,train,Elevated
Agri,246888.5,"Routine review call completed, no material change flagged.",0,2,16246,0.9950248756218906,train,Watch
Consumer Durable,59739.5,Borrower confirmed employment status unchanged.,0,8,16247,13.0859375,train,Watch
Credit Card,26062.67,"Routine review call completed, no material change flagged.",0,3,16248,1.1142061281337048,train,Watch
Consumer Durable,50588.17,Borrower confirmed employment status unchanged.,1,3,16249,31.38093202223172,train,Elevated
SME,43557.5,Standard KYC refresh completed this month.,0,2,16250,31.38093202223172,train,Elevated
Credit Card,42016.67,Borrower confirmed employment status unchanged.,0,7,16251,31.38093202223172,train,Elevated
Retail Personal,25647.0,Borrower confirmed employment status unchanged.,0,5,16252,0.9485094850948509,train,Watch
SME,163068.33,"Routine review call completed, no material change flagged.",0,3,16253,0.1779359430604982,train,Watch
Credit Card,186576.67,Borrower confirmed employment status unchanged.,0,8,16254,0.5107252298263534,train,Watch
Retail Personal,91247.0,"Routine review call completed, no material change flagged.",0,6,16255,2.922374429223744,train,Watch
Credit Card,28232.33,Borrower reports 1 consecutive late payments this quarter.,1,5,16256,19.600499375780274,train,Watch
Agri,240301.83,"Routine review call completed, no material change flagged.",0,4,16257,0.5107252298263534,train,Watch
SME,108434.5,Borrower reports 2 consecutive late payments this quarter.,0,1,16258,40.44526901669759,train,Elevated
Retail Personal,104475.83,Standard KYC refresh completed this month.,0,1,16259,31.38093202223172,train,Elevated
Retail Personal,101641.67,"RM notes new stable income source, salary credit regularized.",0,5,16260,0.5107252298263534,train,Watch
Credit Card,199316.33,Standard KYC refresh completed this month.,0,3,16261,2.922374429223744,train,Watch
Credit Card,23012.33,Repeated bounced auto-debit on the linked account this cycle.,0,5,16262,26.948051948051948,train,Watch
Retail Personal,15339.5,Repeated bounced auto-debit on the linked account this cycle.,1,7,16263,40.9967845659164,train,Elevated
Consumer Durable,89895.5,Borrower confirmed employment status unchanged.,0,2,16264,0.5107252298263534,train,Watch
SME,117819.33,RM notes irregular business income and rising informal borrowing.,0,5,16265,2.6530612244897958,train,Watch
Credit Card,59560.67,"RM notes new stable income source, salary credit regularized.",1,3,16266,31.38093202223172,train,Elevated
SME,67376.33,Borrower reports 3 consecutive late payments this quarter.,0,7,16267,32.454923717059636,train,Elevated
Agri,110489.83,Borrower confirmed employment status unchanged.,0,3,16268,0.9485094850948509,train,Watch
Agri,147006.5,Borrower reports 4 consecutive late payments this quarter.,1,9,16269,96.7948717948718,train,High
SME,61886.33,"RM flags declining GST turnover, down 32% over two quarters.",0,8,16270,19.600499375780274,train,Watch
Credit Card,108000.0,"Routine review call completed, no material change flagged.",0,9,16271,0.5107252298263534,train,Watch
Credit Card,31197.5,Standard KYC refresh completed this month.,0,7,16272,2.922374429223744,train,Watch
Agri,51315.83,Borrower confirmed employment status unchanged.,0,5,16273,13.0859375,train,Watch
Credit Card,42714.33,Borrower confirmed employment status unchanged.,0,1,16274,8.99581589958159,train,Watch
SME,62260.0,Borrower confirmed employment status unchanged.,0,6,16275,4.29769392033543,train,Watch
Retail Personal,35501.83,"Routine review call completed, no material change flagged.",0,1,16276,19.600499375780274,train,Watch
Retail Personal,21440.33,Borrower confirmed employment status unchanged.,0,7,16277,2.6530612244897958,train,Watch
Credit Card,58575.83,"RM flags declining GST turnover, down 25% over two quarters.",1,3,16278,100.0,train,High
Consumer Durable,25458.5,Borrower confirmed employment status unchanged.,0,8,16279,31.38093202223172,train,Elevated
Retail Personal,45614.67,Repeated bounced auto-debit on the linked account this cycle.,0,6,16280,5.764966740576496,train,Watch
Credit Card,65794.17,Standard KYC refresh completed this month.,0,6,16281,2.922374429223744,train,Watch
Credit Card,166900.0,"RM flags declining GST turnover, down 18% over two quarters.",1,5,16282,73.95833333333334,train,High
Retail Personal,25658.67,"RM flags declining GST turnover, down 37% over two quarters.",1,5,16283,96.7948717948718,train,High
Credit Card,30333.33,Standard KYC refresh completed this month.,0,4,16284,32.454923717059636,train,Elevated
Consumer Durable,111165.67,"Routine review call completed, no material change flagged.",0,7,16285,2.6530612244897958,train,Watch
Consumer Durable,54166.67,Client mentioned cash flow stress and requested a payment holiday.,0,7,16286,32.454923717059636,train,Elevated
SME,107462.17,"RM flags declining GST turnover, down 37% over two quarters.",1,7,16287,68.6046511627907,train,High
Credit Card,109572.0,Standard KYC refresh completed this month.,0,8,16288,1.1142061281337048,train,Watch
SME,99815.67,Borrower confirmed employment status unchanged.,0,6,16289,0.9950248756218906,train,Watch
SME,60154.5,Client mentioned cash flow stress and requested a payment holiday.,0,5,16290,13.0859375,train,Watch
Retail Personal,55270.0,Repeated bounced auto-debit on the linked account this cycle.,0,2,16291,38.450704225352105,train,Elevated
Credit Card,57879.83,"Routine review call completed, no material change flagged.",0,1,16292,2.6530612244897958,train,Watch
Retail Personal,57715.17,"Routine review call completed, no material change flagged.",0,2,16293,2.6530612244897958,train,Watch
Retail Personal,227364.17,"Routine review call completed, no material change flagged.",0,8,16294,0.0,train,Watch
Retail Personal,79206.83,Client cleared prior dues ahead of schedule.,0,6,16295,0.5107252298263534,train,Watch
Retail Personal,33000.0,Repeated bounced auto-debit on the linked account this cycle.,1,2,16296,40.44526901669759,train,Elevated
SME,24189.33,"Routine review call completed, no material change flagged.",0,6,16297,31.38093202223172,train,Elevated
Retail Personal,117169.67,Standard KYC refresh completed this month.,1,5,16298,68.6046511627907,train,High
Credit Card,44106.5,"Routine review call completed, no material change flagged.",1,9,16299,26.948051948051948,train,Watch
Consumer Durable,52279.33,"Routine review call completed, no material change flagged.",0,1,16300,0.9950248756218906,train,Watch
Agri,74328.0,Client mentioned cash flow stress and requested a payment holiday.,0,1,16301,2.6530612244897958,train,Watch
Credit Card,33351.83,RM notes irregular business income and rising informal borrowing.,0,2,16302,68.66666666666667,train,High
Agri,52145.0,Borrower reports 1 consecutive late payments this quarter.,0,3,16303,2.922374429223744,train,Watch
Consumer Durable,90678.17,Borrower confirmed employment status unchanged.,1,2,16304,29.166666666666668,train,Watch
SME,83817.17,"Routine review call completed, no material change flagged.",0,9,16305,0.5107252298263534,train,Watch
SME,75913.83,Standard KYC refresh completed this month.,1,4,16306,1.1142061281337048,train,Watch
Retail Personal,151232.0,"Routine review call completed, no material change flagged.",0,9,16307,0.1779359430604982,train,Watch
Retail Personal,44307.5,Borrower reports 4 consecutive late payments this quarter.,1,9,16308,88.96103896103897,train,High
Credit Card,140422.67,"Routine review call completed, no material change flagged.",0,5,16309,2.922374429223744,train,Watch
Agri,96453.17,"Business expansion noted, turnover trending up.",0,4,16310,0.9485094850948509,train,Watch
Consumer Durable,84590.0,"Routine review call completed, no material change flagged.",0,1,16311,1.1142061281337048,train,Watch
Retail Personal,94390.0,Client mentioned cash flow stress and requested a payment holiday.,0,8,16312,32.454923717059636,train,Elevated
Credit Card,145360.0,"Routine review call completed, no material change flagged.",1,1,16313,32.454923717059636,train,Elevated
